,player_id,Player,player_display_name,position,position_group,headshot_url,Team,season,week,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points,fantasy_points_ppr,opponent_team,weekday_x,team_year,player_year,opp_year,game_id_count,completions_avg,attempts_avg,passing_yards_avg,passing_tds_avg,interceptions_avg,carries_avg,rushing_yards_avg,rushing_tds_avg,receptions_avg,targets_avg,receiving_yards_avg,receiving_tds_avg,receiving_air_yards_avg,sack_fumbles_lost_avg,rushing_fumbles_lost_avg,receiving_fumbles_lost_avg,passing_epa_avg,rushing_epa_avg,receiving_epa_avg,fantasy_points_ppr_avg,completions_std,attempts_std,passing_yards_std,passing_tds_std,interceptions_std,carries_std,rushing_yards_std,rushing_tds_std,receptions_std,targets_std,receiving_yards_std,receiving_tds_std,receiving_air_yards_std,sack_fumbles_lost_std,rushing_fumbles_lost_std,receiving_fumbles_lost_std,passing_epa_std,rushing_epa_std,receiving_epa_std,fantasy_points_ppr_std,completions_last,attempts_last,passing_yards_last,passing_tds_last,interceptions_last,carries_last,rushing_yards_last,rushing_tds_last,receptions_last,targets_last,receiving_yards_last,receiving_tds_last,receiving_air_yards_last,sack_fumbles_lost_last,rushing_fumbles_lost_last,receiving_fumbles_lost_last,passing_epa_last,rushing_epa_last,receiving_epa_last,fantasy_points_ppr_last,opp,completions_avg_opp,attempts_avg_opp,passing_yards_avg_opp,passing_tds_avg_opp,interceptions_avg_opp,carries_avg_opp,rushing_yards_avg_opp,rushing_tds_avg_opp,receptions_avg_opp,targets_avg_opp,receiving_yards_avg_opp,receiving_tds_avg_opp,receiving_air_yards_avg_opp,sack_fumbles_lost_avg_opp,rushing_fumbles_lost_avg_opp,receiving_fumbles_lost_avg_opp,passing_epa_avg_opp,rushing_epa_avg_opp,receiving_epa_avg_opp,fantasy_points_ppr_avg_opp,player_is_home,team_full_name,Unnamed: 0_x,game_id_x,game_type_x,gameday_x,weekday_y,gametime_x,away_team_x,away_score_x,home_team_x,home_score_x,location_x,result_x,total_x,overtime_x,old_game_id_x,gsis_x,nfl_detail_id_x,pfr_x,pff_x,espn_x,ftn_x,away_rest_x,home_rest_x,away_moneyline_x,home_moneyline_x,spread_line_x,away_spread_odds_x,home_spread_odds_x,total_line_x,under_odds_x,over_odds_x,div_game_x,roof_x,surface_x,temp_x,wind_x,away_qb_id_x,home_qb_id_x,away_qb_name_x,home_qb_name_x,away_coach_x,home_coach_x,referee_x,stadium_id_x,stadium_x,Unnamed: 0_y,game_id_y,game_type_y,gameday_y,gametime_y,away_team_y,away_score_y,home_team_y,home_score_y,location_y,result_y,total_y,overtime_y,old_game_id_y,gsis_y,nfl_detail_id_y,pfr_y,pff_y,espn_y,ftn_y,away_rest_y,home_rest_y,away_moneyline_y,home_moneyline_y,spread_line_y,away_spread_odds_y,home_spread_odds_y,total_line_y,under_odds_y,over_odds_y,div_game_y,roof_y,surface_y,temp_y,wind_y,away_qb_id_y,home_qb_id_y,away_qb_name_y,home_qb_name_y,away_coach_y,home_coach_y,referee_y,stadium_id_y,stadium_y,Unnamed: 0,game_id,game_type,gameday,weekday,gametime,away_team,away_score,home_team,home_score,location,result,total,overtime,old_game_id,gsis,nfl_detail_id,pfr,pff,espn,ftn,away_rest,home_rest,away_moneyline,home_moneyline,spread_line,away_spread_odds,home_spread_odds,total_line,under_odds,over_odds,div_game,roof,surface,temp,wind,away_qb_id,home_qb_id,away_qb_name,home_qb_name,away_coach,home_coach,referee,stadium_id,stadium,gb_pipe_preds,lin_reg_pipe_preds,ran_for_pipe_preds,Projected_PPR_Points,Lowest_Projected_Points,Highest_Projected_Points
164,00-0036271,Q.Watkins,Quez Watkins,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lmulzdtlnoaldqrb2kit",PHI,2023,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,2,2,17.0,0,0.0,0.0,3.0,14.0,1.0,1.844946384429932,0,5.666666507720947,0.0666666701436042,0.0103092780336737,0.1072164922952652,0.0,1.7000000476837158,3.700000047683716,NE,Sunday,PHI2023,Q.Watkins2023,NE2023,1970-01-01,14.25,23.75,152.25,0.75,0.25,4.25,10.25,0.5,2.0,3.0,7.0,0.5,46.0,1.0,0.25,0.25,2.69,0.12,-0.96,9.61,10.72,16.11,106.22,0.5,0.5,2.22,6.24,0.71,1.41,1.41,21.21,0.71,21.21,0.71,0.5,0.5,5.44,3.76,3.27,5.44,2,4,19.0,1,1.0,8,33.0,1,2,1,19.0,1,6.0,1,1.0,1.0,-0.146896407008171,0.0466347448527812,-0.405853658914566,9.300000190734863,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PHILADELPHIA EAGLES,6437.0,2023_02_MIN_PHI,REG,2023-09-14,Thursday,20:15,MIN,,PHI,,Home,,,,2023091400.0,,,202309140phi,,401547410.0,,4.0,4.0,210.0,-258.0,6.5,-115.0,-105.0,49.0,-108.0,-112.0,0.0,outdoors,grass,,,00-0029604,00-0036389,Kirk Cousins,Jalen Hurts,Kevin O'Connell,Nick Sirianni,,PHI00,Lincoln Financial Field,6437.0,2023_02_MIN_PHI,REG,2023-09-14,20:15,MIN,,PHI,,Home,,,,2023091400.0,,,202309140phi,,401547410.0,,4.0,4.0,210.0,-258.0,6.5,-115.0,-105.0,49.0,-108.0,-112.0,0.0,outdoors,grass,,,00-0029604,00-0036389,Kirk Cousins,Jalen Hurts,Kevin O'Connell,Nick Sirianni,,PHI00,Lincoln Financial Field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.737662376240337,6.909280441315939,6.624285109611171,7.1,0.8,13.4
165,00-0036275,D.Swift,D'Andre Swift,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qehlr75ike82kyxy8j9a",PHI,2023,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,1,3.0,0,0.0,0.0,0.0,-0.4363805949687958,0,1,2,0.0,0,0.0,0.0,0.0,4.0,0.0,-1.3272243738174438,0,,0.0666666701436042,0.0,0.1000000014901161,0.0,0.3000000119209289,1.2999999523162842,NE,Sunday,PHI2023,D.Swift2023,NE2023,1970-01-01,13.5,24.0,151.75,0.75,0.25,3.25,7.0,0.5,2.0,3.0,7.0,0.5,46.0,1.0,0.25,0.25,2.69,1.03,-0.96,9.77,10.66,16.21,105.94,0.5,0.5,1.26,6.98,0.71,1.41,1.41,21.21,0.71,21.21,0.71,0.5,0.5,5.43,2.01,3.27,5.58,2,4,19.0,1,1.0,2,4.0,1,5,1,84.0,1,33.0,1,1.0,1.0,-0.146896407008171,-0.9630985260009766,-1.6377772092819214,19.399999618530277,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PHILADELPHIA EAGLES,6437.0,2023_02_MIN_PHI,REG,2023-09-14,Thursday,20:15,MIN,,PHI,,Home,,,,2023091400.0,,,202309140phi,,401547410.0,,4.0,4.0,210.0,-258.0,6.5,-115.0,-105.0,49.0,-108.0,-112.0,0.0,outdoors,grass,,,00-0029604,00-0036389,Kirk Cousins,Jalen Hurts,Kevin O'Connell,Nick Sirianni,,PHI00,Lincoln Financial Field,6437.0,2023_02_MIN_PHI,REG,2023-09-14,20:15,MIN,,PHI,,Home,,,,2023091400.0,,,202309140phi,,401547410.0,,4.0,4.0,210.0,-258.0,6.5,-115.0,-105.0,49.0,-108.0,-112.0,0.0,outdoors,grass,,,00-0029604,00-0036389,Kirk Cousins,Jalen Hurts,Kevin O'Connell,Nick Sirianni,,PHI00,Lincoln Financial Field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.46911377919481,13.236585588878157,14.794758974453153,13.8,7.5,20.1
166,00-0036287,N.Igbinoghene,Noah Igbinoghene,CB,DB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/drekg8fn3vy4pmzy9f60",DAL,2023,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,1.0,6.0,6.0,DAL,Sunday,DAL2023,N.Igbinoghene2023,NYG2023,1970-01-01,31.0,46.0,232.0,1.0,2.0,1.0,4.0,0.5,2.0,3.0,7.0,0.5,46.0,1.0,0.25,0.25,-20.12,0.05,-0.96,9.68,4.95,4.24,62.93,0.58,0.71,2.12,11.31,0.71,1.41,1.41,21.21,0.71,21.21,0.71,0.5,0.5,8.0,1.1,3.27,13.15,2,1,19.0,1,1.0,2,13.0,1,1,1,9.0,1,9.0,1,1.0,1.0,-0.9125194549560548,0.8587043285369873,-0.7729034423828125,1.2999999523162842,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,DALLAS COWBOYS,6448.0,2023_02_NYJ_DAL,REG,2023-09-17,Sunday,16:25,NYJ,,DAL,,Home,,,,2023091710.0,,,202309170dal,,401547415.0,,6.0,7.0,340.0,-440.0,9.5,-110.0,-110.0,38.5,-110.0,-110.0,0.0,,matrixturf,,,00-0037013,00-0033077,Zach Wilson,Dak Prescott,Robert Saleh,Mike McCarthy,,DAL00,AT&T Stadium,6448.0,2023_02_NYJ_DAL,REG,2023-09-17,16:25,NYJ,,DAL,,Home,,,,2023091710.0,,,202309170dal,,401547415.0,,6.0,7.0,340.0,-440.0,9.5,-110.0,-110.0,38.5,-110.0,-110.0,0.0,,matrixturf,,,00-0037013,00-0033077,Zach Wilson,Dak Prescott,Robert Saleh,Mike McCarthy,,DAL00,AT&T Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.40288541252974,5.215341295721469,4.520487098192221,4.4,0.0,10.7
167,00-0036290,C.Kmet,Cole Kmet,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ruq1ttpmssyydj0hxwfn",CHI,2023,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,1,0.0,0,0.0,0.0,0.0,-1.7831517457962036,0,5,7,44.0,0,0.0,0.0,23.0,29.0,2.0,0.9029594659805298,0,1.91304349899292,0.1944444477558136,0.2072072029113769,0.436711698770523,0.0,4.400000095367432,9.399999618530272,GB,Sunday,CHI2023,C.Kmet2023,GB2023,1970-01-01,10.0,15.0,99.0,1.0,0.5,1.5,8.0,0.5,2.0,3.0,7.0,0.5,46.0,1.0,0.25,0.25,-4.76,0.74,-0.96,2.7,4.95,4.24,62.93,0.58,0.71,2.12,11.31,0.71,1.41,1.41,21.21,0.71,21.21,0.71,0.5,0.5,8.0,1.1,3.27,13.15,2,1,19.0,1,1.0,2,13.0,1,1,1,9.0,1,9.0,1,1.0,1.0,-0.9125194549560548,0.8587043285369873,-0.7729034423828125,1.2999999523162842,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CHICAGO BEARS,6444.0,2023_02_CHI_TB,REG,2023-09-17,,13:00,CHI,,TB,,Home,,,,2023091706.0,,,202309170tam,,401547420.0,,7.0,7.0,120.0,-142.0,2.5,-102.0,-118.0,40.5,-110.0,-110.0,0.0,outdoors,grass,,,00-0036945,00-0034855,Justin Fields,Baker Mayfield,Matt Eberflus,Todd Bowles,,TAM00,Raymond James Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6444.0,2023_02_CHI_TB,REG,2023-09-17,Sunday,13:00,CHI,,TB,,Home,,,,2023091706.0,,,202309170tam,,401547420.0,,7.0,7.0,120.0,-142.0,2.5,-102.0,-118.0,40.5,-110.0,-110.0,0.0,outdoors,grass,,,00-0036945,00-0034855,Justin Fields,Baker Mayfield,Matt Eberflus,Todd Bowles,,TAM00,Raymond James Stadium,4.74073128848151,5.130065862281706,4.6207406110572204,4.8,0.0,11.1
168,00-0036309,D.Mooney,Darnell Mooney,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hjileqykzauyoeqovatm",CHI,2023,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,4,7,53.0,1,0.0,0.0,57.0,6.0,3.0,-2.7577950954437256,0,0.9298245906829834,0.1944444477558136,0.5135135054588318,0.6511261463165283,0.0,11.300000190734863,15.300000190734863,GB,Sunday,CHI2023,D.Mooney2023,GB2023,1970-01-01,10.0,15.0,99.0,1.0,0.5,1.5,8.0,0.5,3.0,4.0,22.0,0.5,31.0,1.0,0.25,0.25,-4.76,0.74,1.35,12.0,4.95,4.24,62.93,0.58,0.71,2.12,11.31,0.71,1.41,1.41,21.21,0.71,21.21,0.71,0.5,0.5,8.0,1.1,3.27,13.15,2,1,19.0,1,1.0,1,3.0,1,2,2,27.0,1,-2.0,1,1.0,1.0,-0.9125194549560548,-0.4032223522663116,-1.7920541763305664,0.3000000119209289,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CHICAGO BEARS,6444.0,2023_02_CHI_TB,REG,2023-09-17,,13:00,CHI,,TB,,Home,,,,2023091706.0,,,202309170tam,,401547420.0,,7.0,7.0,120.0,-142.0,2.5,-102.0,-118.0,40.5,-110.0,-110.0,0.0,outdoors,grass,,,00-0036945,00-0034855,Justin Fields,Baker Mayfield,Matt Eberflus,Todd Bowles,,TAM00,Raymond James Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6444.0,2023_02_CHI_TB,REG,2023-09-17,Sunday,13:00,CHI,,TB,,Home,,,,2023091706.0,,,202309170tam,,401547420.0,,7.0,7.0,120.0,-142.0,2.5,-102.0,-118.0,40.5,-110.0,-110.0,0.0,outdoors,grass,,,00-0036945,00-0034855,Justin Fields,Baker Mayfield,Matt Eberflus,Todd Bowles,,TAM00,Raymond James Stadium,9.33920475705341,8.076000573896835,11.249031137947295,9.6,3.3,15.9
169,00-0036322,J.Jefferson,Justin Jefferson,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja",MIN,2023,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,9,12,150.0,0,0.0,0.0,115.0,67.0,5.0,6.75055456161499,0,1.3043478727340698,0.2727272808551788,0.3859060406684875,0.6792251467704773,0.0,15.0,24.0,TB,Sunday,MIN2023,J.Jefferson2023,TB2023,1970-01-01,10.0,15.0,99.0,1.0,0.5,1.0,5.33,0.33,2.33,4.33,21.0,0.33,45.67,1.0,0.25,0.25,-4.76,0.74,-0.73,8.97,4.95,4.24,62.93,0.58,0.71,1.73,9.24,0.58,1.53,1.15,15.1,0.58,29.5,0.71,0.5,0.5,8.0,1.1,4.29,10.68,1,1,28.0,1,1.0,1,13.0,1,7,13,69.0,1,139.0,1,1.0,1.0,4.732203006744385,2.304609060287476,2.328232526779175,1.1200000047683716,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,MINNESOTA VIKINGS,6437.0,2023_02_MIN_PHI,REG,2023-09-14,,20:15,MIN,,PHI,,Home,,,,2023091400.0,,,202309140phi,,401547410.0,,4.0,4.0,210.0,-258.0,6.5,-115.0,-105.0,49.0,-108.0,-112.0,0.0,outdoors,grass,,,00-0029604,00-0036389,Kirk Cousins,Jalen Hurts,Kevin O'Connell,Nick Sirianni,,PHI00,Lincoln Financial Field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6437.0,2023_02_MIN_PHI,REG,2023-09-14,Thursday,20:15,MIN,,PHI,,Home,,,,2023091400.0,,,202309140phi,,401547410.0,,4.0,4.0,210.0,-258.0,6.5,-115.0,-105.0,49.0,-108.0,-112.0,0.0,outdoors,grass,,,00-0029604,00-0036389,Kirk Cousins,Jalen Hurts,Kevin O'Connell,Nick Sirianni,,PHI00,Lincoln Financial Field,15.931488330492845,16.625326217494308,15.764354170184546,16.1,9.8,22.4
170,00-0036326,C.Claypool,Chase Claypool,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qbpp7fn8tlzw1wzm9kfc",CHI,2023,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,0,2,0.0,0,0.0,0.0,2.0,0.0,0.0,-2.4939889907836914,0,0.0,0.0555555559694767,0.0180180184543132,0.0959459468722343,0.0,0.0,0.0,GB,Sunday,CHI2023,C.Claypool2023,GB2023,1970-01-01,10.0,15.0,99.0,1.0,0.5,0.75,4.0,0.25,2.0,3.75,19.0,0.25,38.5,1.0,0.25,0.25,-4.76,0.74,-0.47,7.3,4.95,4.24,62.93,0.58,0.71,1.5,8.0,0.5,1.41,1.5,12.96,0.5,28.03,0.71,0.5,0.5,8.0,1.1,3.54,9.34,1,1,11.0,1,1.0,1,-4.0,1,4,5,38.0,1,37.0,1,1.0,1.0,-0.4521331489086151,-1.0833216905593872,1.00863516330719,7.800000190734863,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CHICAGO BEARS,6444.0,2023_02_CHI_TB,REG,2023-09-17,,13:00,CHI,,TB,,Home,,,,2023091706.0,,,202309170tam,,401547420.0,,7.0,7.0,120.0,-142.0,2.5,-102.0,-118.0,40.5,-110.0,-110.0,0.0,outdoors,grass,,,00-0036945,00-0034855,Justin Fields,Baker Mayfield,Matt Eberflus,Todd Bowles,,TAM00,Raymond James Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6444.0,2023_02_CHI_TB,REG,2023-09-17,Sunday,13:00,CHI,,TB,,Home,,,,2023091706.0,,,202309170tam,,401547420.0,,7.0,7.0,120.0,-142.0,2.5,-102.0,-118.0,40.5,-110.0,-110.0,0.0,outdoors,grass,,,00-0036945,00-0034855,Justin Fields,Baker Mayfield,Matt Eberflus,Todd Bowles,,TAM00,Raymond James Stadium,8.496062503245565,9.265887262225586,7.899459933887642,8.6,2.3,14.9
171,00-0036328,A.Gibson,Antonio Gibson,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/c5aij3m4bakia6ygjqux",WAS,2023,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,3,9.0,0,1.0,1.0,0.0,-4.909313201904297,0,1,1,10.0,0,0.0,0.0,-4.0,14.0,0.0,0.3834741115570068,0,-2.5,0.0344827584922313,-0.0192307699471712,0.0382625982165336,0.0,-0.1000000014901161,0.8999999761581421,ARI,Sunday,WAS2023,A.Gibson2023,ARI2023,1970-01-01,10.0,15.0,99.0,1.0,0.5,0.75,4.0,0.25,1.75,4.0,18.5,0.25,43.75,1.0,0.25,0.25,-4.76,0.74,-0.64,7.0,4.95,4.24,62.93,0.58,0.71,1.5,8.0,0.5,1.5,1.41,13.6,0.5,31.64,0.71,0.5,0.5,8.0,1.1,3.59,9.55,1,1,1.0,1,1.0,3,33.0,1,5,11,101.0,1,213.0,1,1.0,1.0,2.5532114505767822,2.9163148403167725,10.456979751586914,21.100000381469727,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,WASHINGTON COMMANDERS,6449.0,2023_02_WAS_DEN,REG,2023-09-17,,16:25,WAS,,DEN,,Home,,,,2023091711.0,,,202309170den,,401547416.0,,7.0,7.0,145.0,-175.0,3.5,-115.0,-105.0,39.0,-110.0,-110.0,0.0,outdoors,grass,,,00-0037077,00-0029263,Sam Howell,Russell Wilson,Ron Rivera,Sean Payton,,DEN00,Empower Field at Mile High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6449.0,2023_02_WAS_DEN,REG,2023-09-17,Sunday,16:25,WAS,,DEN,,Home,,,,2023091711.0,,,202309170den,,401547416.0,,7.0,7.0,145.0,-175.0,3.5,-115.0,-105.0,39.0,-110.0,-110.0,0.0,outdoors,grass,,,00-0037077,00-0029263,Sam Howell,Russell Wilson,Ron Rivera,Sean Payton,,DEN00,Empower Field at Mile High,11.32230528484496,12.240262630961544,11.320055758728811,11.6,5.3,17.9
172,00-0036336,A.McFarland,Anthony McFarland,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dwt64mh92t2qztepvswo",PIT,2023,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,2,2,11.0,0,0.0,0.0,4.0,7.0,1.0,1.193144917488098,0,2.75,0.0444444455206394,0.0122324163094162,0.0752293542027473,0.0,1.100000023841858,3.0999999046325684,SF,Sunday,PIT2023,A.McFarland2023,SF2023,1970-01-01,10.0,15.0,99.0,1.0,0.5,2.5,2.5,0.25,1.0,3.25,10.5,0.25,41.0,1.0,0.25,0.25,-4.76,-1.56,-2.0,2.05,4.95,4.24,62.93,0.58,0.71,3.54,3.54,0.5,0.5,1.5,6.81,0.5,35.14,0.71,0.5,0.5,8.0,1.1,2.16,0.68,1,1,1.0,1,1.0,1,4.0,1,3,4,66.0,1,-2.0,1,1.0,1.0,2.5532114505767822,-0.1273250728845596,-0.0199048742651939,15.600000381469728,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PITTSBURGH STEELERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.383072624993008,5.9209655432903325,4.362868478831923,5.6,0.0,11.9
173,00-0036345,K.Osborn,K.J. Osborn,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rbgsvh08nmm29gaiw7pr",MIN,2023,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,3,6,31.0,0,0.0,0.0,59.0,1.0,1.0,-5.132353782653809,0,0.5254237055778503,0.1363636404275894,0.1979865729808807,0.3431360721588135,0.0,3.0999999046325684,6.099999904632568,TB,Sunday,MIN2023,K.Osborn2023,TB2023,1970-01-01,10.0,15.0,99.0,1.0,0.5,2.5,2.5,0.25,1.25,2.75,13.5,0.25,39.0,1.0,0.25,0.25,-4.76,-1.56,-0.13,2.6,4.95,4.24,62.93,0.58,0.71,3.54,3.54,0.5,0.5,0.96,12.26,0.5,32.7,0.71,0.5,0.5,8.0,1.1,2.05,1.71,1,1,1.0,1,1.0,1,22.0,1,1,1,3.0,1,7.0,1,1.0,1.0,2.5532114505767822,2.0616490840911865,-0.629977285861969,2.200000047683716,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,MINNESOTA VIKINGS,6437.0,2023_02_MIN_PHI,REG,2023-09-14,,20:15,MIN,,PHI,,Home,,,,2023091400.0,,,202309140phi,,401547410.0,,4.0,4.0,210.0,-258.0,6.5,-115.0,-105.0,49.0,-108.0,-112.0,0.0,outdoors,grass,,,00-0029604,00-0036389,Kirk Cousins,Jalen Hurts,Kevin O'Connell,Nick Sirianni,,PHI00,Lincoln Financial Field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6437.0,2023_02_MIN_PHI,REG,2023-09-14,Thursday,20:15,MIN,,PHI,,Home,,,,2023091400.0,,,202309140phi,,401547410.0,,4.0,4.0,210.0,-258.0,6.5,-115.0,-105.0,49.0,-108.0,-112.0,0.0,outdoors,grass,,,00-0029604,00-0036389,Kirk Cousins,Jalen Hurts,Kevin O'Connell,Nick Sirianni,,PHI00,Lincoln Financial Field,6.321942394956129,7.684615059060635,5.073314091174708,6.4,0.1,12.7
174,00-0036355,J.Herbert,Justin Herbert,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fwjdvww4dv36k8tvsws6",LAC,2023,2,REG,23,33,229.0,1,0.0,3.0,29.0,0,0,234.0,122.0,10.0,0.9243910312652588,0,0.9786324501037598,0.1241501495242118,5,17.0,1,0.0,0.0,4.0,2.566858053207397,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,20.86000061035156,20.86000061035156,MIA,Sunday,LAC2023,J.Herbert2023,MIA2023,1970-01-01,10.0,15.0,99.0,1.0,0.5,2.5,2.5,0.25,2.0,3.5,17.25,0.25,38.75,1.0,0.25,0.25,-4.76,-1.56,-1.37,3.73,4.95,4.24,62.93,0.58,0.71,3.54,3.54,0.5,1.41,1.29,14.2,0.5,32.93,0.71,0.5,0.5,8.0,1.1,2.98,2.66,1,1,1.0,1,1.0,1,5.0,1,5,6,117.0,1,102.0,1,1.0,1.0,2.5532114505767822,0.5887648463249207,9.87062931060791,16.700000762939453,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,LOS ANGELES CHARGERS,6445.0,2023_02_LAC_TEN,REG,2023-09-17,,13:00,LAC,,TEN,,Home,,,,2023091707.0,,,202309170oti,,401547414.0,,7.0,7.0,-148.0,124.0,-3.0,-105.0,-115.0,45.5,-110.0,-110.0,0.0,outdoors,grass,,,00-0036355,00-0029701,Justin Herbert,Ryan Tannehill,Brandon Staley,Mike Vrabel,,NAS00,Nissan Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6445.0,2023_02_LAC_TEN,REG,2023-09-17,Sunday,13:00,LAC,,TEN,,Home,,,,2023091707.0,,,202309170oti,,401547414.0,,7.0,7.0,-148.0,124.0,-3.0,-105.0,-115.0,45.5,-110.0,-110.0,0.0,outdoors,grass,,,00-0036355,00-0029701,Justin Herbert,Ryan Tannehill,Brandon Staley,Mike Vrabel,,NAS00,Nissan Stadium,14.339792050089336,17.266792565228414,15.273777081061787,15.6,9.3,21.9
