,player_id,Player,player_display_name,position,position_group,headshot_url,Team,season,week,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points,fantasy_points_ppr,opponent_team,weekday_x,away_team_x,home_team_x,team_year,player_year,opp_year,completions_avg,attempts_avg,passing_yards_avg,passing_tds_avg,interceptions_avg,carries_avg,rushing_yards_avg,rushing_tds_avg,receptions_avg,targets_avg,receiving_yards_avg,receiving_tds_avg,receiving_air_yards_avg,sack_fumbles_lost_avg,rushing_fumbles_lost_avg,receiving_fumbles_lost_avg,passing_epa_avg,rushing_epa_avg,receiving_epa_avg,fantasy_points_ppr_avg,completions_std,attempts_std,passing_yards_std,passing_tds_std,interceptions_std,carries_std,rushing_yards_std,rushing_tds_std,receptions_std,targets_std,receiving_yards_std,receiving_tds_std,receiving_air_yards_std,sack_fumbles_lost_std,rushing_fumbles_lost_std,receiving_fumbles_lost_std,passing_epa_std,rushing_epa_std,receiving_epa_std,fantasy_points_ppr_std,completions_last,attempts_last,passing_yards_last,passing_tds_last,interceptions_last,carries_last,rushing_yards_last,rushing_tds_last,receptions_last,targets_last,receiving_yards_last,receiving_tds_last,receiving_air_yards_last,sack_fumbles_lost_last,rushing_fumbles_lost_last,receiving_fumbles_lost_last,passing_epa_last,rushing_epa_last,receiving_epa_last,fantasy_points_ppr_last,Opponent,completions_avg_opp,attempts_avg_opp,passing_yards_avg_opp,passing_tds_avg_opp,interceptions_avg_opp,carries_avg_opp,rushing_yards_avg_opp,rushing_tds_avg_opp,receptions_avg_opp,targets_avg_opp,receiving_yards_avg_opp,receiving_tds_avg_opp,receiving_air_yards_avg_opp,sack_fumbles_lost_avg_opp,rushing_fumbles_lost_avg_opp,receiving_fumbles_lost_avg_opp,passing_epa_avg_opp,rushing_epa_avg_opp,receiving_epa_avg_opp,fantasy_points_ppr_avg_opp,player_is_home,is_favorite,team_full_name,Unnamed: 0,game_id,game_type,gameday,weekday_y,gametime,away_team_y,away_score,home_team_y,home_score,location,result,total,overtime,old_game_id,gsis,nfl_detail_id,pfr,pff,espn,ftn,away_rest,home_rest,away_moneyline,home_moneyline,spread_line,away_spread_odds,home_spread_odds,total_line,under_odds,over_odds,div_game,roof,surface,temp,wind,away_qb_id,home_qb_id,away_qb_name,home_qb_name,away_coach,home_coach,referee,stadium_id,stadium,weekday,Away Team,Home Team,gb_pipe_preds,lin_reg_pipe_preds,ran_for_pipe_preds,Projected_PPR_Points,Lowest_Projected_Points,Highest_Projected_Points
42,00-0033045,E.Elliott,Ezekiel Elliott,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eazag7iwciy9ari8hoju",NE,2023,3,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,5,13.0,0,0.0,0.0,1.0,-2.0675337314605717,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,1.2999999523162842,1.2999999523162842,MIA,Sunday,MIA,NE,NE2023,E.Elliott2023,MIA2023,0.5,1.0,6.5,0.5,0.5,1.0,7.0,0.25,0.5,1.0,26.5,0.5,37.0,0.25,0.25,0.25,-0.2,0.22,-0.8,0.26,0.71,0.5,9.19,1.0,0.71,2.12,4.95,0.5,0.71,1.15,37.48,0.71,4.95,0.5,0.5,0.5,5.04,1.64,4.29,0.37,1,1,4.0,1,1.0,7,29.0,1,5,7,14.0,1,-25.0,1,1.0,1.0,-0.7931140065193176,0.1507827341556549,-10.636981964111328,7.300000190734863,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,NEW ENGLAND PATRIOTS,6461.0,2023_03_NE_NYJ,REG,2023-09-24 00:00:00+00:00,,13:00,,,,,Home,,,,2023092407.0,,,202309240nyj,,401547430.0,,7.0,7.0,-130.0,110.0,-2.0,-110.0,-110.0,38.5,-110.0,-110.0,1.0,outdoors,fieldturf,,,00-0036972,00-0037013,Mac Jones,Zach Wilson,Bill Belichick,Robert Saleh,,NYC01,MetLife Stadium,Sunday,NE,NYJ,14.635645880068434,13.294037788308444,14.802818116489936,14.2,7.4,21.0
43,00-0033077,D.Prescott,Dak Prescott,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/knx0jxponzfkusnyvjkn",DAL,2023,3,REG,31,38,255.0,2,0.0,1.0,7.0,0,0,166.0,161.0,16.0,10.077872276306152,0,1.5361446142196655,0.2527841031551361,6,14.0,0,0.0,0.0,2.0,-0.7806251645088196,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,19.600000381469727,19.600000381469727,NYJ,Sunday,NYJ,DAL,DAL2023,D.Prescott2023,NYJ2023,2.0,0.25,33.0,0.5,0.5,2.5,10.5,0.25,0.5,1.0,26.5,0.5,37.0,0.25,0.25,0.25,-0.49,-0.94,-0.8,1.05,2.83,0.5,46.67,1.0,0.71,2.12,4.95,0.5,0.71,1.15,37.48,0.71,4.95,0.5,0.5,0.5,0.37,1.64,4.29,0.49,13,24,143.0,4,1.0,1,6.0,1,1,1,5.0,1,11.0,1,1.0,1.0,4.1784844398498535,0.3368413150310516,-0.4814033508300781,6.320000171661377,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,DALLAS COWBOYS,6464.0,2023_03_DAL_ARI,REG,2023-09-24 00:00:00+00:00,,16:25,,,,,Home,,,,2023092410.0,,,202309240crd,,401547437.0,,7.0,7.0,-500.0,380.0,-10.5,-110.0,-110.0,42.5,-110.0,-110.0,0.0,,grass,,,00-0033077,00-0033949,Dak Prescott,Joshua Dobbs,Mike McCarthy,Jonathan Gannon,,PHO00,State Farm Stadium,Sunday,DAL,ARI,15.086989580144904,15.157147507142586,15.18494104654296,15.1,8.3,21.9
44,00-0033090,H.Henry,Hunter Henry,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sdjob9akppefyo7py5tj",NE,2023,3,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,6,7,52.0,1,0.0,0.0,59.0,6.0,2.0,4.9527997970581055,0,0.8813559412956238,0.1666666716337204,0.156084656715393,0.3592592477798462,0.0,11.199999809265137,17.200000762939453,MIA,Sunday,MIA,NE,NE2023,H.Henry2023,MIA2023,2.0,0.25,33.0,0.5,0.5,4.5,24.25,0.25,0.5,1.0,26.5,0.5,37.0,0.25,0.25,0.25,-0.49,-0.37,-0.8,2.42,2.83,0.5,46.67,1.0,0.71,2.89,19.31,0.5,0.71,1.15,37.48,0.71,4.95,0.5,0.5,0.5,0.37,1.3,4.29,1.93,13,24,143.0,4,1.0,1,6.0,1,5,6,56.0,1,62.0,1,1.0,1.0,4.1784844398498535,0.3368413150310516,6.92520809173584,16.600000381469727,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,NEW ENGLAND PATRIOTS,6461.0,2023_03_NE_NYJ,REG,2023-09-24 00:00:00+00:00,,13:00,,,,,Home,,,,2023092407.0,,,202309240nyj,,401547430.0,,7.0,7.0,-130.0,110.0,-2.0,-110.0,-110.0,38.5,-110.0,-110.0,1.0,outdoors,fieldturf,,,00-0036972,00-0037013,Mac Jones,Zach Wilson,Bill Belichick,Robert Saleh,,NYC01,MetLife Stadium,Sunday,NE,NYJ,9.748054788954462,8.946631351459203,8.533821870826177,9.1,2.3,15.9
45,00-0033106,J.Goff,Jared Goff,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nyitt4ybuzopzjzddafi",DET,2023,3,REG,28,35,323.0,3,1.0,2.0,7.0,0,0,290.0,111.0,17.0,8.152201652526855,0,1.113793134689331,0.2338360995054245,0,0.0,0,0.0,0.0,0.0,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,22.920000076293945,22.920000076293945,SEA,Sunday,SEA,DET,DET2023,J.Goff2023,SEA2023,2.0,0.25,33.0,0.5,0.5,7.0,49.0,0.25,0.5,1.0,26.5,0.5,37.0,0.25,0.25,0.25,-0.49,1.22,-0.8,4.9,2.83,0.5,46.67,1.0,0.71,3.16,16.87,0.5,0.71,1.15,37.48,0.71,4.95,0.5,0.5,0.5,0.37,1.97,4.29,1.69,22,35,253.0,1,1.0,5,-1.0,1,1,1,5.0,1,9.0,2,1.0,1.0,6.54375696182251,-4.4547529220581055,-0.1001604422926902,14.020000457763672,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,DETROIT LIONS,6456.0,2023_03_ATL_DET,REG,2023-09-24 00:00:00+00:00,Sunday,13:00,ATL,,DET,,Home,,,,2023092402.0,,,202309240det,,401547433.0,,7.0,7.0,190.0,-230.0,5.5,-108.0,-112.0,45.5,-110.0,-110.0,0.0,dome,fieldturf,,,00-0038122,00-0033106,Desmond Ridder,Jared Goff,Arthur Smith,Dan Campbell,,DET00,Ford Field,,,,15.264629892821349,13.78028649328861,14.954872488074345,14.7,7.9,21.5
46,00-0033110,T.Higbee,Tyler Higbee,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vk9c6lr4d1pdt9sr86ua",LA,2023,3,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,3,7,12.0,0,0.0,0.0,25.0,3.0,0.0,-2.5728447437286377,0,0.4799999892711639,0.1346153914928436,0.0750750750303268,0.2544756233692169,0.0,1.2000000476837158,4.199999809265137,SF,Sunday,SF,LA,LA2023,T.Higbee2023,SF2023,2.0,0.25,33.0,0.5,0.5,6.25,40.25,0.25,0.5,1.0,26.5,0.5,37.0,0.25,0.25,0.25,-0.49,1.11,-0.8,5.53,2.83,0.5,46.67,1.0,0.71,4.03,23.84,0.5,0.71,1.15,37.48,0.71,4.95,0.5,0.5,0.5,0.37,2.34,4.29,1.94,9,14,41.0,1,1.0,1,1.0,1,3,3,49.0,2,37.0,2,1.0,1.0,-14.837791442871094,-0.6880421042442322,5.905362606048584,7.900000095367432,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LOS ANGELES RAMS,6468.0,2023_03_LA_CIN,REG,2023-09-25 00:00:00+00:00,,20:15,,,,,Home,,,,2023092501.0,,,202309250cin,,401547441.0,,8.0,8.0,270.0,-340.0,7.5,-110.0,-110.0,47.0,-110.0,-110.0,0.0,outdoors,fieldturf,,,00-0026498,00-0036442,Matthew Stafford,Joe Burrow,Sean McVay,Zac Taylor,,CIN00,Paycor Stadium,Monday,LA,CIN,5.807257464828197,5.860890950302517,6.176447001250633,5.9,0.0,12.7
47,00-0033217,M.Alie-Cox,Mo Alie-Cox,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vaiszuzdtyszme2bkfxv",IND,2023,3,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,1,15.0,0,0.0,0.0,-2.0,17.0,1.0,1.5788359642028809,0,0.0,0.0322580635547637,-0.0137931033968925,0.038731925189495,0.0,1.5,2.5,HOU,Sunday,IND,HOU,IND2023,M.Alie-Cox2023,HOU2023,2.0,0.25,33.0,0.5,0.5,1.0,44.0,1.0,0.5,1.0,26.5,0.5,37.0,0.25,0.25,0.25,-0.49,4.37,-0.8,10.4,2.83,0.5,46.67,1.0,0.71,0.71,31.11,0.71,0.71,1.15,37.48,0.71,4.95,0.5,0.5,0.5,0.37,1.01,4.29,1.34,23,1,210.0,1,1.0,1,14.0,1,1,2,2.0,2,39.0,1,1.0,1.0,-3.929680585861206,1.0172957181930542,-4.137313365936279,1.2000000476837158,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,INDIANAPOLIS COLTS,6454.0,2023_03_IND_BAL,REG,2023-09-24 00:00:00+00:00,,13:00,,,,,Home,,,,2023092400.0,,,202309240rav,,401547427.0,,7.0,7.0,310.0,-395.0,8.5,-110.0,-110.0,44.5,-110.0,-110.0,0.0,outdoors,grass,,,00-0039164,00-0034796,Anthony Richardson,Lamar Jackson,Shane Steichen,John Harbaugh,,BAL00,M&T Bank Stadium,Sunday,IND,BAL,3.871894757155362,3.5308050414362517,4.3158545917089945,3.9,0.0,10.7
48,00-0033251,Z.Pascal,Zach Pascal,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dnb115czpwythbso8avp",ARI,2023,3,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,1,9.0,0,0.0,0.0,-3.0,12.0,0.0,0.6175394654273987,0,0.0,0.0344827584922313,-0.0127659570425748,0.0427879691123962,0.0,0.8999999761581421,1.899999976158142,NYG,Sunday,NYG,ARI,ARI2023,Z.Pascal2023,NYG2023,2.0,0.25,33.0,0.5,0.5,0.33,14.67,0.33,1.33,1.67,30.33,0.33,35.33,0.25,0.25,0.25,-0.49,4.37,2.27,9.83,2.83,0.5,46.67,1.0,0.71,0.58,25.4,0.58,1.53,1.15,27.32,0.58,9.61,0.5,0.5,0.5,0.37,1.01,3.04,2.79,23,1,210.0,1,1.0,1,12.0,1,1,1,4.0,1,8.0,1,1.0,1.0,-0.5561131834983826,-3.6113901138305664,-0.5793663859367371,1.399999976158142,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,ARIZONA CARDINALS,6464.0,2023_03_DAL_ARI,REG,2023-09-24 00:00:00+00:00,Sunday,16:25,DAL,,ARI,,Home,,,,2023092410.0,,,202309240crd,,401547437.0,,7.0,7.0,-500.0,380.0,-10.5,-110.0,-110.0,42.5,-110.0,-110.0,0.0,,grass,,,00-0033077,00-0033949,Dak Prescott,Joshua Dobbs,Mike McCarthy,Jonathan Gannon,,PHO00,State Farm Stadium,,,,4.0392567576014935,4.892935447778035,4.593087287879847,4.5,0.0,11.3
49,00-0033280,C.McCaffrey,Christian McCaffrey,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/navqer4chxxut5povzzw",SF,2023,3,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,20,116.0,1,0.0,0.0,4.0,-0.373121827840805,0,3,3,19.0,0,0.0,0.0,1.0,18.0,0.0,0.6724836826324463,0,19.0,0.125,0.0044444445520639,0.1906111091375351,0.0,19.5,22.5,LA,Sunday,SF,LA,SF2023,C.McCaffrey2023,LA2023,2.0,0.25,33.0,0.5,0.5,0.25,1.5,0.25,1.5,1.75,27.75,0.25,21.5,0.25,0.25,0.25,-0.49,0.67,2.17,5.78,2.83,0.5,46.67,1.0,0.71,0.5,3.0,0.5,1.0,0.96,21.45,0.5,17.14,0.5,0.5,0.5,0.37,1.01,2.54,4.91,1,1,34.0,1,2.0,22,152.0,1,3,5,17.0,1,12.0,1,1.0,1.0,3.771136283874512,3.1503281593322754,-0.809596836566925,25.899999618530277,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,SAN FRANCISCO 49ERS,6453.0,2023_03_NYG_SF,REG,2023-09-21 00:00:00+00:00,Thursday,20:15,NYG,,SF,,Home,,,,2023092100.0,,,202309210sfo,,401547426.0,,4.0,4.0,310.0,-395.0,9.5,-110.0,-110.0,43.5,-110.0,-110.0,0.0,outdoors,grass,,,00-0035710,00-0037834,Daniel Jones,Brock Purdy,Brian Daboll,Kyle Shanahan,,SFO01,Levi's Stadium,,,,15.72670017079094,16.404416083835645,15.981983628143757,16.0,9.2,22.8
50,00-0033282,C.Samuel,Curtis Samuel,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r71vsqs2fg7bvbt1jvzd",WAS,2023,3,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,1,13.0,0,0.0,0.0,1.0,1.5487042665481567,0,3,3,19.0,0,0.0,0.0,12.0,7.0,1.0,-0.1511050164699554,0,1.5833333730697632,0.0882352963089943,0.0731707289814949,0.183572456240654,0.0,3.200000047683716,6.199999809265137,DEN,Sunday,WAS,DEN,WAS2023,C.Samuel2023,DEN2023,2.0,0.25,33.0,0.5,0.5,0.5,1.5,0.25,2.0,2.5,37.0,0.25,32.75,0.25,0.25,0.25,-0.49,-0.04,2.59,5.85,2.83,0.5,46.67,1.0,0.71,0.58,3.0,0.5,1.41,1.29,32.49,0.5,28.57,0.5,0.5,0.5,0.37,1.01,2.78,4.69,1,1,34.0,1,2.0,1,6.0,1,5,5,54.0,1,27.0,1,1.0,1.0,3.771136283874512,0.1888739019632339,-0.0420150198042392,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WASHINGTON COMMANDERS,6462.0,2023_03_BUF_WAS,REG,2023-09-24 00:00:00+00:00,Sunday,13:00,BUF,,WAS,,Home,,,,2023092408.0,,,202309240was,,401547431.0,,7.0,7.0,-218.0,180.0,-5.5,-110.0,-110.0,44.5,-110.0,-110.0,0.0,outdoors,grass,,,00-0034857,00-0037077,Josh Allen,Sam Howell,Sean McDermott,Ron Rivera,,WAS00,FedExField,,,,10.009803501032252,9.886296013963499,9.837446934494853,9.9,3.1,16.7
51,00-0033288,G.Kittle,George Kittle,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bwx6bvkrxog0yf4h6fw1",SF,2023,3,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,3,3,30.0,0,0.0,0.0,17.0,13.0,3.0,1.7199668884277344,0,1.7647058963775637,0.125,0.0755555555224418,0.240388885140419,0.0,3.0,6.0,LA,Sunday,SF,LA,SF2023,G.Kittle2023,LA2023,2.0,0.25,33.0,0.5,0.5,0.5,1.5,0.25,3.25,4.0,66.0,0.25,48.75,0.25,0.25,0.25,-0.49,-0.04,4.44,11.5,2.83,0.5,46.67,1.0,0.71,0.58,3.0,0.5,0.96,0.82,23.92,0.5,19.19,0.5,0.5,0.5,0.37,1.01,2.12,4.95,1,1,34.0,1,2.0,1,6.0,1,3,6,19.0,2,31.0,1,1.0,1.0,3.771136283874512,0.5742409825325012,0.5234483480453491,4.900000095367432,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,SAN FRANCISCO 49ERS,6453.0,2023_03_NYG_SF,REG,2023-09-21 00:00:00+00:00,Thursday,20:15,NYG,,SF,,Home,,,,2023092100.0,,,202309210sfo,,401547426.0,,4.0,4.0,310.0,-395.0,9.5,-110.0,-110.0,43.5,-110.0,-110.0,0.0,outdoors,grass,,,00-0035710,00-0037834,Daniel Jones,Brock Purdy,Brian Daboll,Kyle Shanahan,,SFO01,Levi's Stadium,,,,9.512987875602443,8.710551290589576,8.710593556015471,9.0,2.2,15.8
52,00-0033307,K.Bourne,Kendrick Bourne,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vrovcaqql9p6xsycko83",NE,2023,3,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,4,9,29.0,0,0.0,0.0,184.0,9.0,1.0,-1.948288083076477,0,0.1576087027788162,0.2142857164144516,0.4867724776268005,0.662169337272644,0.0,2.900000095367432,6.900000095367432,MIA,Sunday,MIA,NE,NE2023,K.Bourne2023,MIA2023,2.0,0.25,33.0,0.5,0.5,2.0,11.0,0.25,5.0,6.0,89.0,1.0,98.0,0.25,0.25,0.25,-0.49,-1.31,6.3,21.0,2.83,0.5,46.67,1.0,0.71,1.41,7.78,0.5,0.71,1.41,18.38,0.71,37.48,0.5,0.5,0.5,0.37,1.57,1.72,7.57,1,1,25.0,1,2.0,1,2.0,1,6,11,64.0,2,129.0,1,1.0,1.0,2.347831010818481,-1.0978540182113647,-6.485100269317627,24.399999618530277,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,NEW ENGLAND PATRIOTS,6461.0,2023_03_NE_NYJ,REG,2023-09-24 00:00:00+00:00,,13:00,,,,,Home,,,,2023092407.0,,,202309240nyj,,401547430.0,,7.0,7.0,-130.0,110.0,-2.0,-110.0,-110.0,38.5,-110.0,-110.0,1.0,outdoors,fieldturf,,,00-0036972,00-0037013,Mac Jones,Zach Wilson,Bill Belichick,Robert Saleh,,NYC01,MetLife Stadium,Sunday,NE,NYJ,9.486414011994555,8.994070376697708,8.540951872312249,9.0,2.2,15.8
53,00-0033308,M.Breida,Matt Breida,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rc4m1xw0xmtsrxswd0bg",NYG,2023,3,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,1,5.0,0,0.0,0.0,0.0,0.5369341969490051,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,0.5,0.5,ARI,Sunday,NYG,ARI,NYG2023,M.Breida2023,ARI2023,2.0,0.25,33.0,0.5,0.5,1.0,10.5,0.25,1.0,1.0,14.0,0.33,-4.0,0.25,0.25,0.25,-0.49,-0.73,0.97,2.4,2.83,0.5,46.67,1.0,0.71,4.95,14.85,0.5,2.12,2.12,0.71,0.58,12.73,0.5,0.5,0.5,0.37,1.57,1.6,3.68,1,1,25.0,1,2.0,2,9.0,1,1,1,-3.0,1,-5.0,1,1.0,1.0,2.347831010818481,0.7167448401451111,-0.9301488399505616,1.600000023841858,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,NEY YORK GIANTS,6453.0,2023_03_NYG_SF,REG,2023-09-21 00:00:00+00:00,,20:15,,,,,Home,,,,2023092100.0,,,202309210sfo,,401547426.0,,4.0,4.0,310.0,-395.0,9.5,-110.0,-110.0,43.5,-110.0,-110.0,0.0,outdoors,grass,,,00-0035710,00-0037834,Daniel Jones,Brock Purdy,Brian Daboll,Kyle Shanahan,,SFO01,Levi's Stadium,Thursday,NYG,SF,5.901875580380766,5.995410239060357,5.004647418498431,5.6,0.0,12.4
54,00-0033357,T.Hill,Taysom Hill,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pjp1aahvacigoh0sorpg",NO,2023,3,REG,1,1,8.0,0,0.0,0.0,-0.0,0,0,5.0,3.0,0.0,0.5803322792053223,0,1.600000023841858,,9,75.0,0,0.0,0.0,5.0,4.564105987548828,0,1,2,-1.0,0,0.0,0.0,-8.0,4.0,0.0,-1.0742285251617432,0,0.0,0.0588235296308994,-0.0293040294200181,0.0677224770188331,0.0,7.71999979019165,8.720000267028809,CAR,Monday,NO,CAR,NO2023,T.Hill2023,CAR2023,2.0,0.25,33.0,0.5,0.5,8.0,23.0,0.25,1.0,1.0,4.0,0.33,-1.0,0.25,0.25,0.25,-0.49,-2.18,-0.18,1.4,2.83,0.5,46.67,1.0,0.71,2.12,10.61,0.5,1.41,1.41,12.73,0.58,0.71,0.5,0.5,0.5,0.37,2.34,1.43,1.63,2,2,24.0,1,4.0,3,4.0,1,1,1,10.0,1,14.0,1,1.0,1.0,0.2371366322040558,-1.6607609987258911,-0.8548920750617981,0.4000000059604645,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,NEW ORLEANS SAINTS,6457.0,2023_03_NO_GB,REG,2023-09-24 00:00:00+00:00,,13:00,,,,,Home,,,,2023092403.0,,,202309240gnb,,401547434.0,,6.0,7.0,110.0,-130.0,2.0,-110.0,-110.0,43.0,-110.0,-110.0,0.0,outdoors,grass,,,00-0031280,00-0036264,Derek Carr,Jordan Love,Dennis Allen,Matt LaFleur,,GNB00,Lambeau Field,Sunday,NO,GB,6.06617763442024,7.0371437794460405,5.0817913757590025,6.1,0.0,12.9
55,00-0033466,I.McKenzie,Isaiah McKenzie,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sm2btbgkg6s1r1hvi931",IND,2023,3,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,1,7.0,0,0.0,0.0,-6.0,13.0,0.0,0.0435277856886386,0,0.0,0.0322580635547637,-0.0413793101906776,0.0194215793162584,0.0,0.699999988079071,1.7000000476837158,HOU,Sunday,IND,HOU,IND2023,I.McKenzie2023,HOU2023,2.0,0.25,33.0,0.5,0.5,8.0,23.0,0.25,2.0,2.0,18.0,0.33,1.0,0.25,0.25,0.25,-0.49,-2.18,3.08,6.1,2.83,0.5,46.67,1.0,0.71,2.12,10.61,0.5,1.41,1.41,12.73,0.58,0.71,0.5,0.5,0.5,0.37,2.34,1.43,1.63,1,1,12.0,1,4.0,1,6.0,1,2,3,19.0,1,20.0,1,1.0,1.0,2.2947237491607666,0.1371234804391861,1.0984727144241333,3.900000095367432,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,INDIANAPOLIS COLTS,6454.0,2023_03_IND_BAL,REG,2023-09-24 00:00:00+00:00,,13:00,,,,,Home,,,,2023092400.0,,,202309240rav,,401547427.0,,7.0,7.0,310.0,-395.0,8.5,-110.0,-110.0,44.5,-110.0,-110.0,0.0,outdoors,grass,,,00-0039164,00-0034796,Anthony Richardson,Lamar Jackson,Shane Steichen,John Harbaugh,,BAL00,M&T Bank Stadium,Sunday,IND,BAL,6.636248919750814,5.101022201483005,6.896216768847657,6.2,0.0,13.0
